SITECODE,Latitude,Longitude,ELEV,ELEV_Cate,Location,Continent,Country,Cite,Genus.spp,TaxGroup,Order,Family,Genus,Species,GF,DecEv,SLA,Amass,Aarea,Nmass,Narea,PPTmean,PPTmin,PPTmax,PPTcv,PPTseason,RH,TMPmean,TMPmin,TMPmax,TMPrange,TMPiso,TMP0gs,TMP5gs,TMP0nb,TMP5nb,SUNmean,SUNmin,SUNmax,SUNrange,PAR0,PAR5,RAD,PETf,PETq,Mif,Miq,ALU,SODIUM,CARB,TBA,SBA,SALT,Ntot,CN,AWHC,pH,CECS,CECC,BULK,CLAY,SILT,SAND,GRAVEL,Corg,DEPTH,Pavail,P.Distance
44,-33.95,151.1,6,Very Low,Australia,Australia,Australia,"McPherson, S., Eamus, D., Murray, B.R. 2004. Seasol impacts of leaf atributes of several tree species growing in three diverse ecosystems in south-eastern Australia. Australian Jourl of Botany 52:293-301.",Angophora hispida,Angio,Myrtales,Myrtaceae,Angophora,hispida,T,E,55.854375,70.06875,12.445625,1.018125,1.762927204,1100,49.8,132.5,0.28907208,0.160923499,61.7583333,17.4,11.6,22.6,97,48,535.3464527,383.2631193,30.41666667,30.41666667,57.575,51.1,67.6,16.5,1111.486251,1111.486251,162.0833333,1370,1082.395767,0.802919708,1.016264097,21.15,1.3,10.1125,6.26,31.4,0.12,1.112499991,16.52049823,12.8,6,13,47.7,1.298,18,12,69,10,13,76,8.4272,158.6720977
45,33.58,130.4,3,Very Low,Japan,Asia,Japan,"Takagi, M., Gyokusen, K. 2004. Light and atmospheric pollution affect photosynthesis of street trees in urban environments. Urban For. Urban Green. 2: 167?171.",Ilex rotunda,Angio,Aquifoliales,Aquifoliaceae,Ilex,rotunda,T,E,95.53846154,76.77615385,8.023076923,2.038461538,2.147366681,1631.4,55.2,300.6,0.54834674,0.334718184,72.1583333,16.4,5.7,27.9,78,26,497.8333825,345.7500492,30.41666667,30.41666667,40.55,31.1,49.3,18.2,965.5840975,965.5840975,135.789,1012,945.1345713,1.612055336,1.726102952,8.5,1.3,27.10460005,4.81,39.9,0.1,0.9705,10.85100039,12.75,5.6,10,19.8,1.459,22,32,46,5,10,110,135.0266667,50
48,41.44,-74.02,59,Very Low,NY,North America,United States,"Nagel, J.M., Griffin, K.L. 2004. Can gas-exchange characteristics help explain the invasive success of Lythrum salicaria? Biological Invasions 6: 101?111.",Asclepias syriaca,Angio,Asterales,Apocyceae,Asclepias,graminifolia,H,N,177.74,281.1631333,15.66666667,2.233333333,1.28545603,1190,77.8,107,0.09099779,0.030939298,66.5,10.1,-3.9,22.5,116,31,315.7561338,207.1084215,23.75,19.75,54.6916667,44,60.5,16.5,914.3084333,821.549603,133.5,1059,876.3223003,1.123701605,1.357947864,10.5,1,18.11763281,4.1,37,0.1,1.245000002,11.50499917,18,5.9,16,30,1.424,21,34,45,17,36,178,62.69666667,61.02598765
49,21.5108333,-158.14528,1250.714286,Very High,Hawaii_High,Oceania,United States,"Durand, L.Z., Goldstein, G. 2001. Photosynthesis, photoinhibition, and nitrogen use efficiency in tive and invasive tree ferns in Hawaii. Oecologia 126:345?354, DOI 10.1007/s004420000535",Cibotium chamissoi,Ferns,Cyatheales,Dicksoniaceae,Cibotium,chamissoi,F,E,130.9225,103.9192925,7.2775,1.795,1.721975765,2000,51.1,174.1,0.37028362,0.243612423,70.0416667,18.7,21.7,26.2,86,66,728.549069,576.4657357,30.41666667,30.41666667,65.3666667,57.2,72.7,15.5,1399.151725,1399.151725,188.546,1765,1610.52011,1.133144476,1.241834827,15.75,2,38.03874896,7.45,81,0.1,1.770000016,11.63750038,12.95,4.4,21,70,1.03,32,42,25,19,72,175,2,17.27204016
50,21.3331051,-157.80156,155,Very Low,Hawaii_Low,Oceania,United States,"Durand, L.Z., Goldstein, G. 2001. Photosynthesis, photoinhibition, and nitrogen use efficiency in tive and invasive tree ferns in Hawaii. Oecologia 126:345?354, DOI 10.1007/s004420000535",Cibotium chamissoi,Ferns,Cyatheales,Cyatheaceae,Cibotium,chamissoi,F,E,223.35,200.339,8.475,2.33,1.05354645,4190,88.8,174.8,0.19569366,0.133753176,69.3833333,23.8,21.9,26.3,76,63,733.6162404,581.5329071,30.41666667,30.41666667,66.9833333,59.1,74,14.9,1377.830458,1377.830458,181.234,1805,1530.006398,2.32132964,2.738550625,12.045,1.3,66.7003,17.21,84.8,0.169999999,1.567000016,12.59720112,12.825,5.2,18,62.9,1.204,36,31,32,14,44,150,2,27.06296604
51,2.98,102.3,15,Very Low,Pasoh For. Reserve,Asia,Malaysia,"Thomas SC, Bazzaz FA. 1999. Asymptotic height as a predictor of photosynthetic characteristics in Malaysian rain forest trees. Ecology 80: 1607-1622.","Garcinia \small\\ spnov\\\""""",Angio,Malpighiales,Clusiaceae,Garcinia,small,T,E,132.3,31.9,2.39,1.47,1.11111111,2054,97.2,242.9,0.296101,0.103525706,83.2583333,26.5,25.8,27.1,95,85,802.9918427,650.9085093,30.41666667,30.41666667,49.75,40.3,57.3,17,1237.041547,1237.041547,147.5,1398,1436.799065,1.469241774,1.429566632,12,1.3,3.441,7.27,50.6,0.11,0.781499997,10.6165006,12.1,5.2,17,22.5,1.309,40,26,34,12,19,160,1.539,50
53,46.86,-113.9,1158,Very High,MT_S1,North America,United States,"Kloeppel BD, Gower ST, Vogel JG, Reich PB. 2000. Leaf-level resource use for evergreen and deciduous conifers along a resource availability gradient. FUNCTIOL ECOLOGY 14 (3): 281-292.",Larix occidentalis,Gymno,Piles,Piceae,Larix,menziesii,T,D,115.5,44.5,3.471823205,1.695,1.515469615,340,20.2,53.7,0.33436286,0.146592526,65.85,4.9,-5.6,17.6,144,38,207.6386999,116.4531553,20.75,15.75,55.1416667,31.5,78.9,47.4,904.128595,768.0051313,121.9166667,928,839.8297575,0.36637931,0.404843953,7.5,1,38.56187543,12.16,62.9,0.1,1.028500009,12.6684988,13.5,5.9,17,66.5,1.341,17,37,46,32,28,163,38.27333333,100.2473405
54,47.92,-113.82,1012,Very High,MT_S2,North America,United States,"Kloeppel BD, Gower ST, Vogel JG, Reich PB. 2000. Leaf-level resource use for evergreen and deciduous conifers along a resource availability gradient. FUNCTIOL ECOLOGY 14 (3): 281-292.",Larix occidentalis,Gymno,Piles,Piceae,Larix,menziesii,T,D,80.5,46.5,4.95427398,1.24,1.57540127,490,30.7,68.9,0.28543917,0.119998379,65.2166667,6,-6.4,16.3,132,36,187.2858717,100.7909263,19.66666667,14.91666667,51,28.9,75.2,46.3,830.6773911,701.5750889,119.8333333,882,765.5280939,0.555555556,0.640081014,13.5,1,35.82207844,12.16,62.9,0.1,1.028500009,12.6684988,13.5,5.5,20,66.5,1.33,15,34,51,15,38,152,3,158.4897033
55,48.42,-115.81,706,High,MT_S3,North America,United States,"Kloeppel BD, Gower ST, Vogel JG, Reich PB. 2000. Leaf-level resource use for evergreen and deciduous conifers along a resource availability gradient. FUNCTIOL ECOLOGY 14 (3): 281-292.",Larix occidentalis,Gymno,Piles,Piceae,Larix,contorta,T,D,94.5,118,16.13874737,1.215,1.467710515,763,35.2,97.3,0.34273594,0.199923449,66.1166667,7,-6.4,15.9,139,37,181.1569055,95.62466508,19.66666667,14.66666667,48.225,23,73,50,813.8956661,680.6894655,120.8333333,846,726.6325202,0.901891253,1.050049342,13.1,1,33.29334145,4.44,44.8,0.1,1.749999988,12.87700145,21.4,6,23,108.4,1.161,10,40,51,14,46,152,51.23333333,55.37156545
58,10.43,-84,80,Very Low,Costa Rica,Central America,Costa Rica,Hiremath AJ. 2000. Photosynthetic nutrient-use efficiency in three fast-growing tropical trees with differing leaf longevities. TREE PHYSIOLOGY 20 (14): 937-944.,Cedrela odorata,Angio,Malpighiales,Boragiceae,Cedrela,alchorneoides,T,D,136.7666667,138.0666667,10.09666667,3.533333333,2.704234773,4000,161.1,496.6,0.31731182,0.146554309,85.875,26.1,25,28.1,89,77,797.8365891,645.7532558,30.41666667,30.41666667,46.9666667,43.4,51.6,8.2,1188.734021,1188.734021,176.6666667,1322,1380.130513,3.025718608,2.898276598,35,1,12.62786685,5.8,20,12.33600004,0.816999999,9.977999598,16,4.5,12,50,1.12,30,39,32,13,27,135,11.69336,48.51404533
60,-36.83,-72.03,10,Very Low,Chile_Site1,South America,Chile,"Lusk CH, Wright I, Reich PB. 2003. Photosynthetic differences contribute to competitive advantage of evergreen angiosperm trees over evergreen conifers in productive habitats. NEW PHYTOLOGIST 160 (2): 329-336.",Camellia japonica,Gymno,Cupressales,Cupressaceae,Camellia,baccata,T,E,55.66666667,40,7.266666667,1.24,2.217413633,1300,16.1,212,0.84866826,0.530434429,75.7416667,12.6,7.7,20.3,130,53,407.7936004,255.7102671,30.41666667,30.41666667,59.725,39.8,77.4,37.6,1151.530944,1151.530944,184,1031,1037.941371,1.260911736,1.25247919,12.5,1,33.60714598,6.6,14,26.62500002,4.310000008,12.22999938,26,6.8,23,70,0.97,15,33,52,8,19,190,77.2423077,250
61,-36.87,-71.47,800,Very High,Chile_Site2,South America,Chile,"Lusk CH, Wright I, Reich PB. 2003. Photosynthetic differences contribute to competitive advantage of evergreen angiosperm trees over evergreen conifers in productive habitats. NEW PHYTOLOGIST 160 (2): 329-336.",Laurelia sempervirens,Angio,Laurales,Monimiaceae,Laurelia,sempervirens,S,E,81,73,9,1.17,1.44444444,2000,23.4,261.7,0.77645936,0.490968298,59.1583333,6.3,1.9,14.3,140,56,238.2039794,106.7673189,30.41666667,19.91666667,61.5083333,44.4,76.6,32.2,1187.048239,959.864085,182.1666667,1107,963.8334916,1.806684734,2.075047212,11.75,1,58.629,6.6,14,23.15249993,3.496999935,12.15800121,21.8,6,28,70,0.851,18,28,54,24,52,190,77.2423077,250
62,-43.2333,170.1833,50,Very Low,Okarito Forest,Oceania,New Zealand,"Tissue, D.T., Griffin, K.L., Turnbull, M.H., Whitehead, D. 2005. Stomatal and non-stomatal limitations to photosynthesis in four tree species in a temperate rainforest domited by Dacrydium cupressinum in New Zealand. Tree Physiology 25, 447? 456",Dacrydium cupressinum,Angio,Myrtales,Cunoniaceae,Dacrydium,acutifolia,T,E,76.45210023,41.43676033,5.930833333,1.3171735,1.828305,3400,268.5,399.7,0.14570771,0.065811697,89.9416667,12.2,6.6,15.5,92,46,337.2264332,185.1430998,30.41666667,30.41666667,34.4,29.6,38,8.4,778.4919458,778.4919458,113.0833333,582,652.0658826,5.841924399,5.214196996,27.2,2.8,4.727175744,2.66,26.2,0.1,1.206000008,12.66199963,17.2,3.5,13,26.8,0.712,26,33,40,15,169,180,66.625,5
64,35.97,-79.09,163,Very Low,"Duke Forest,FACE",North America,United States,"Springer, C.J., DeLucia, E.H., Thomas, R.B. 2005. Relationships between net photosynthesis and foliar nitrogen concentrations in a loblolly pine forest ecosystem grown in elevated atmospheric carbon dioxide. Tree Physiology 25, 385?394",Liquidambar styraciflua,Angio,Saxifragales,Hamamelidaceae,Liquidambar,styraciflua,T,D,279.1658333,157.0646028,5.702777778,1.718888889,0.709722222,1440,81,112.8,0.12315742,0.0500419,69.7583333,14.6,3,25,132,38,441.3981296,294.7337957,30.41666667,25.16666667,59.1,53.3,64,10.7,1140.523235,1029.536304,148.1666667,1200,1070.840586,1.2,1.344737438,29.95,1.1,0.2,4.46,49.6,0.1,0.779499994,10.38599872,12.35,5,9,20.1,1.489,25,32,43,6,24,183,12.30666667,22.18613154
65,19.38,-155.2,1262.5,Very High,Hawaii_S1,Oceania,United States,"Givnish TJ, Montgomery RA, Goldstein G. 2004. Adaptive radiation of photosynthetic physiology in the Hawaiian lobeliads: Light regimes, static light responses, and whole-plant compensation points. AMERICAN JOURL OF BOTANY 91 (2): 228-246",Clermontia parviflora,Angio,Asterales,Campanulaceae,Clermontia,parviflora,S,E,247.1,219.5,9.77,3.325,1.475,2500,91.8,379.3,0.4097278,0.221621092,76.8,17.3,20.4,23,89,71,661.0119082,508.9285748,30.41666667,30.41666667,48.6583333,43.1,53,9.9,1204.343572,1204.343572,153.25,1347,1350.212916,1.855976244,1.85155982,28,1.68,66.4462,7.9,63.45,0.1,5.771199992,16.42684654,26.025,4.6,27,89.62,0.984,28,37,35,7,109,165,0.465,9.676507354
66,19.55,-155.22,1300,Very High,Hawaii_S2,Oceania,United States,"Givnish TJ, Montgomery RA, Goldstein G. 2004. Adaptive radiation of photosynthetic physiology in the Hawaiian lobeliads: Light regimes, static light responses, and whole-plant compensation points. AMERICAN JOURL OF BOTANY 91 (2): 228-246",Cyanea floribunda,Angio,Asterales,Campanulaceae,Cyanea,floribunda,S,E,268.4,168,6.28,2.73,1.02,3800,91.8,379.3,0.4097278,0.221621092,76.8,16.7,20.4,23,89,71,661.0119082,508.9285748,30.41666667,30.41666667,48.6583333,43.1,53,9.9,1204.431428,1204.431428,151.6666667,1454,1351.957661,2.613480055,2.810738908,7.5,0.65,35.47648373,7.525,61,0.1,2.770000003,12.12150117,25.3,4.5,29,65,0.94,27,38,34,11,155,165,11.16666667,13.65447697
67,21.93,-159.53,50,Very Low,Hawaii_S3,Oceania,United States,"Givnish TJ, Montgomery RA, Goldstein G. 2004. Adaptive radiation of photosynthetic physiology in the Hawaiian lobeliads: Light regimes, static light responses, and whole-plant compensation points. AMERICAN JOURL OF BOTANY 91 (2): 228-246",Brighamia insignis,Angio,Asterales,Campanulaceae,Brighamia,insignis,S,E,203.55,296,16.205,3.32,1.66,582,147.8,285.1,0.18636332,0.091075466,74.6583333,22.5,21.3,25.5,87,66,712.5710031,560.4876698,30.41666667,30.41666667,57.8916667,49.3,65.9,16.6,1265.305825,1265.305825,166.466,1567,1388.873035,0.371410338,0.41904478,13.365,1.8,66.4462,5.66,43.5,0.1,1.604949993,14.35940038,11.01,4.9,11,15.2,1.214,42,20,39,7,26,150,13.63333333,23.00198337
68,22.15,-159.63,1300,Very High,Hawaii_S4,Oceania,United States,"Givnish TJ, Montgomery RA, Goldstein G. 2004. Adaptive radiation of photosynthetic physiology in the Hawaiian lobeliads: Light regimes, static light responses, and whole-plant compensation points. AMERICAN JOURL OF BOTANY 91 (2): 228-246",Clermontia fauriei,Angio,Asterales,Campanulaceae,Clermontia,fauriei,S,E,101.425,109.75,10.94,2.3775,2.4425,2500,243.3,427.8,0.16781385,0.072879431,74.375,15.9,19.2,23,87,61,639.2936554,487.2103221,30.41666667,30.41666667,57.8416667,50,64.5,14.5,1303.258527,1303.258527,169.67,1463,1437.389074,1.708817498,1.739264614,13.365,1,66.4462,3.985,30.15,0.202,1.604949993,14.35940038,11.01,5,14,25.86,1.223,14,26,61,26,48,150,10.58333333,1.032898293
69,22.17,-159.65,1225,Very High,Hawaii_S5,Oceania,United States,"Givnish TJ, Montgomery RA, Goldstein G. 2004. Adaptive radiation of photosynthetic physiology in the Hawaiian lobeliads: Light regimes, static light responses, and whole-plant compensation points. AMERICAN JOURL OF BOTANY 91 (2): 228-246",Cyanea leptostegia,Angio,Asterales,Campanulaceae,Cyanea,leptostegia,S,E,164.7,236,13.87,4.4,2.75,2500,173.3,370.3,0.2212374,0.118241976,74.7833333,23.7,21,25.3,85,66,704.9704983,552.887165,30.41666667,30.41666667,57.875,49.5,65.8,16.3,1303.065198,1303.065198,169.67,1552,1485.199859,1.610824742,1.68327514,13.365,1,66.4462,3.985,30.15,0.202,1.604949993,14.35940038,25,4.6,22,25.86,1.004,25,34,41,17,181,150,10.58333333,3.858999248
70,22.18,-159.65,1175,Very High,Hawaii_S6,Oceania,United States,"Givnish TJ, Montgomery RA, Goldstein G. 2004. Adaptive radiation of photosynthetic physiology in the Hawaiian lobeliads: Light regimes, static light responses, and whole-plant compensation points. AMERICAN JOURL OF BOTANY 91 (2): 228-246",Lobelia yuccoides,Angio,Asterales,Campanulaceae,Lobelia,yuccoides,S,E,318.6,336,10.5,3.72,1.2,2500,173.3,370.3,0.2212374,0.118241976,74.7833333,23.7,21,25.3,85,66,704.9704983,552.887165,30.41666667,30.41666667,57.875,49.5,65.8,16.3,1301.286026,1301.286026,169.67,1552,1480.597593,1.610824742,1.688507405,13.365,1,66.4462,3.985,30.15,0.202,1.604949993,14.35940038,11.01,5.1,16,25.86,1.26,22,29,48,14,32,150,10.58333333,4.492665123
71,58.27,27.31,51,Very Low,Near town of J?vselja,Europe,Estonia,"Laisk A, Eichelmann H, Oja V, Rasulov B, Padu E, Bichele I, Pettai H, Kull O 2005. Adjustment of leaf photosynthesis to shade in a tural canopy: rate parameters. PLANT CELL AND ENVIRONMENT 28 (3): 375-388; Eichelmann H, Oja V, Rasulov B, Padu E, Bichele I, Pettai H, Mand P, Kull O, Laisk A 2005. Adjustment of leaf photosynthesis to shade in a tural canopy: reallocation of nitrogen. PLANT CELL AND ENVIRONMENT 28 (3): 389-401",Betula pendula,Angio,Asterales,Asteraceae,Betula,cordata,T,D,274.02,360.8897833,16.55,1.933333333,0.836493632,615.9,24.7,85.9,0.38597149,0.247634631,81.1333333,4.9,-7.5,16.7,73,22,201.9742728,114.1218138,19.66666667,15.5,34,11.3,53.4,42.1,621.3920183,559.2701992,99.16666667,565,528.8530882,1.090088496,1.164595606,22,2,44.516,4.7,74,0.1,6.564999876,11.37800111,20.9,5.8,19,48,1.416,14,36,49,5,58,150,8.85,13.13762917
73,-15.783333,-62.916667,500,Medium,tropical moist forest of La Chonta,South America,Bolivia,Poorter L. and Bongers F. 2006. Leaf traits are good predictors of plant performance across 53 rain forest species. Ecology 87:1733?1743.,Acacia boriensis,Angio,Sapindales,Fabaceae,Ocotea,macrophylla,T,E,195.8028302,232.3569811,10.34396226,2.379245283,1.329142192,1520,27.2,182,0.62100743,0.409891819,74.0583333,25.3,21.8,27,121,68,764.7664641,612.6831308,30.41666667,30.41666667,58.125,47.8,72.5,24.7,1299.218498,1299.218498,169,1666,1491.925577,0.912364946,1.01881728,22,1.7,0.6,2.43,52.95,0.015,0.549499998,11.48849985,10.55,5.2,8,4.6,1.453,32,15,53,7,12,110,22.2376,50
75,45.52,-73.13,144,Very Low,Gault ture Reserve,North America,Canada,"Karst, A.K., Martin J. Lechowicz, M.J. 2007. Are correlations among foliar traits in ferns consistent with those in the seed plants? New Phytologist doi: 10.1111/j.1469-8137.2006.01914.x",Adiantum pedatum,Ferns,Polypodiales,Dryopteridaceae,Dryopteris,acrostichoides,F,N,361.917,156.856283,4.5885,2.691224415,0.79655,1017,62.5,105.9,0.14819821,0.07329268,72.1166667,6.1,-10.4,20.6,107,25,252.1462058,160.0590473,20.08333333,16.66666667,38.7666667,22.8,51.6,28.8,710.1031717,639.1843722,125.5,772,688.9540376,1.317357513,1.476150445,11,2,1.7,8.6,55.2,0.1,1.144999989,10.06599933,15.1,4.8,23,52,1.501,24,42,34,7,28,120,4.646133334,41.47342695
76,49.87,-125.33,1174.8,Very High,"Vancouver Island, British Columbia",North America,Canada,"Warren CR, Livingston NJ, Turpin DH, Grant NJ, Turpin DH, Harrison DL, Black TA. 2003. Transfer conductance in second growth Douglas-fir (Pseudotsuga menziesii (Mirb.)Franco). PLANT CELL AND ENVIRONMENT 26 (8): 1215-1227",Pseudotsuga menziesii,Gymno,Piles,Piceae,Pseudotsuga,menziesii,T,E,61,56.74,9.5,1.235,2.13,300,40.9,247.1,0.6142971,0.397342067,80.3833333,7.8,1.2,16.8,88,37,261.5604443,133.8281421,30.41666667,19.75,38.3916667,18.7,57.2,38.5,838.93595,729.4952391,114.6666667,696,720.5002804,0.431034483,0.416377351,29.65,1,37.64523151,2.98,22.3,0.1,1.458500014,15.99199655,17.3,5.1,13,77.6,1.231,10,31,59,20,59,142,22.7,77.01323973
77,-36.62,144.5,175,Very Low,Australia,Australia,Australia,"WARREN, C.R., TAUSZ, M., ADAMS, M.A. 2005. Does rainfall explain variation in leaf morphology and physiology among populations of red ironbark (Eucalyptus sideroxylon subsp. tricarpa) grown in a common garden? Tree Physiology 25, 1369?1378",Eucalyptus sideroxylon subsp tricarpa,Angio,Myrtales,Myrtaceae,Eucalyptus,sideroxylon_spp_tricarpa,T,E,38.53333333,56.6,14.53333333,1.32,3.446666667,175,29,57.1,0.20711439,0.12956834,80.4833333,23.8,8.1,22,98,80,454.031626,301.9482927,30.41666667,30.41666667,45.4166667,43.5,64.2,20.7,1070.246533,1070.246533,152.9166667,1490,1005.674524,0.117449664,0.174012552,26.175,1.45,10.1715,11.75,62.5,0.1,1.028500009,10.87624861,14.75,7.3,20,28.35,1.273,32,14,55,9,9,166,21.068,122.6567634
78,36.77,109.25,1125,Very High,Ansai,Asia,China,"Zheng, S.X. & Shangguan, Z.P. (2007) Spatial patterns of photosynthetic characteristics and leaf physical traits of plants in the Loess Plateau of Chi. Plant Ecology 191, 279-293.",Agropyron cristatum,Angio,Rosales,Rosaceae,Artemisia,acaulis,S,D,143.4657692,213.6764123,14.97153846,2.294615385,1.769230769,505,3.3,119.2,0.93325239,0.585125962,59.6333333,9.5,-6.1,22.1,129,31,304.5272608,200.5703817,22.5,19.08333333,57.0416667,51.7,61,9.3,948.8976258,851.4543425,155,997,989.9236938,0.506519559,0.510140327,6,1,80.0925,24.3,100,0.399999999,1.252500006,8.091999559,13.15,6.6,18,52,1.401,18,35,47,23,30,300,10.678211,5
79,36.07,108.53,1353,Very High,Fuxian,Asia,China,"Zheng, S.X. & Shangguan, Z.P. (2007) Spatial patterns of photosynthetic characteristics and leaf physical traits of plants in the Loess Plateau of Chi. Plant Ecology 191, 279-293.",Agropyron cristatum,Angio,Rosales,Rosaceae,Artemisia,davidia,S,D,145.7042857,160.9263454,10.73785714,2.228571429,1.588928571,570,3.8,114.1,0.8765826,0.554957821,61.5416667,9.4,-5.1,21.8,109,28,300.6233894,195.9306275,22.75,19.16666667,53.6333333,47.6,56.8,9.2,937.961805,838.2086925,152.25,951,986.5357245,0.599369085,0.577779335,21,3,80.0925,7.1,71,0.1,1.252500006,8.091999559,13.15,6.7,21,40,1.282,24,36,40,8,24,300,15.65865196,5
80,37.85,110.17,11.03,Very Low,Mizhi,Asia,China,"Zheng, S.X. & Shangguan, Z.P. (2007) Spatial patterns of photosynthetic characteristics and leaf physical traits of plants in the Loess Plateau of Chi. Plant Ecology 191, 279-293.",Amorpha fruticosa,Angio,Fabales,Fabaceae,Amorpha,davurica,H,N,50.08272727,55.85339727,10.71181818,2.864101364,5.76,451,2.9,114.9,1.0065342,0.611489559,57.2,8.7,-8.5,22.8,137,31,305.052734,204.7188172,21.58333333,18.41666667,61.7583333,57.7,66.5,8.8,927.1531058,832.9937432,159.75,1031,925.3797635,0.437439379,0.487367455,12,1,143.986,24.3,100,0.399999999,0.859500002,8.734500233,14.25,6.9,16,52,1.446,20,37,43,13,18,150,6.47062014,5
81,33.43,108.43,1614,Very High,Ninhshan,Asia,China,"Zheng, S.X. & Shangguan, Z.P. (2007) Spatial patterns of photosynthetic characteristics and leaf physical traits of plants in the Loess Plateau of Chi. Plant Ecology 191, 279-293.",Lespedeza bicolor,Angio,Rosales,Rosaceae,Lespedeza,bicolor,S,D,207.7261111,238.0131406,10.655,2.240277778,1.181666667,1023,8.5,176.7,0.74771732,0.483721767,69.9166667,9.6,-2.7,19.7,82,26,276.1793503,169.1026044,24,19.08333333,40.525,35.3,50.2,14.9,883.1089242,762.6354525,136.4166667,826,911.5839675,1.238498789,1.122222091,9,1,98.715,11,91,0.1,1.274999993,10.80749997,13.25,5.4,17,47,1.389,20,37,43,22,35,300,11.48599994,5
82,38.78,110.35,1255,Very High,Shenmu,Asia,China,"Zheng, S.X. & Shangguan, Z.P. (2007) Spatial patterns of photosynthetic characteristics and leaf physical traits of plants in the Loess Plateau of Chi. Plant Ecology 191, 279-293.",Agropyron cristatum,Angio,Fabales,Fabaceae,Agropyron,adsurgens,H,N,113.463,184.830153,15.652,2.414,2.212,441,2.5,120.9,1.05763249,0.625757659,55.875,7,-9.7,22.5,133,29,293.0910536,195.9570025,20.91666667,17.91666667,64.0916667,58.9,68.5,9.6,949.9834783,854.0884775,161.8333333,1016,1009.356761,0.434055118,0.43691192,13,4,143.986,9.2,100,0.1,0.859500002,8.734500233,14.25,6.3,8,55,1.282,8,15,77,7,15,150,3.378331644,5
83,34.27,108.07,468,Medium,Yangling,Asia,China,"Zheng, S.X. & Shangguan, Z.P. (2007) Spatial patterns of photosynthetic characteristics and leaf physical traits of plants in the Loess Plateau of Chi. Plant Ecology 191, 279-293.",Lespedeza davurica,Angio,Fabales,Fabaceae,Lespedeza,davurica,T,E,185.135,160.869765,7.893333333,2.535,1.601666667,635,5.3,117.9,0.7554998,0.472762967,70.3083333,14.5,0.8,26.3,101,27,427.1037025,294.2130665,30.41666667,23.16666667,43.0083333,37.5,53.6,16.1,1002.407798,860.3660075,142.5,936,966.7867631,0.678418803,0.65681495,13,1,27.991,24.1,100,0.300000002,1.213500002,10.27349886,17.35,6.8,14,34,1.32,26,38,37,11,6,300,11.0788491,5
84,34.82,108.03,1454,Very High,Yongshou,Asia,China,"Zheng, S.X. & Shangguan, Z.P. (2007) Spatial patterns of photosynthetic characteristics and leaf physical traits of plants in the Loess Plateau of Chi. Plant Ecology 191, 279-293.",Artemisia sacrorum,Angio,Rosales,Rosaceae,Artemisia,davurica,S,D,163.0918182,234.4787182,13.88090909,2.640909091,1.697272727,602,5.2,121.8,0.7793505,0.497069476,66.9,9.9,-2.4,22.7,92,26,329.0365774,216.8158171,24.66666667,20.25,46.1166667,39.7,53.1,13.4,933.9698225,826.2303776,144.5,906,978.2981079,0.664459161,0.615354348,13,1,2,24.3,100,0.399999999,1.045000005,10.02000024,14,6.8,17,52,1.416,25,36,38,13,13,300,7.511302612,5
85,37.4,-122.25,150,Very Low,United States,North America,United States,Ackerly D. 2004. Functional strategies of chaparral shrubs in relation to seasonal water deficit and disturbance. Ecological Monographs 74: 25‚Ä?4.,Adenostoma fasciculatum,Angio,Rosales,Rosaceae,Ceanothus,californicum,S,E,89.03763246,124.9215143,14.70018349,1.902849394,2.364203688,652,2.2,132.8,0.93785883,0.622931378,72.5583333,14.6,8.9,17.9,114,56,414.5107429,262.4274096,30.41666667,30.41666667,69.2833333,52.7,79,26.3,1241.353438,1241.353438,170,1130,1103.453249,0.57699115,0.590872194,14,1.6,23.369,16.61,89.6,0.11,1.389500012,10.9049996,14.4,6.3,20,54.8,1.37,23,35,42,10,36,152,11.03333333,72.87800026
88,-43.1,172.3,765,High,Ashleyforest,Oceania,New Zealand,"Tissue, D.T., Barbour, M.M., Hunt, J.E., Turnbull, M.H., Griffin, K.L., Walcroft, A.S. & Whitehead, D. (2006) Spatial and temporal scaling of intercellular CO2 concentration in a temperate rainforest dominated by Dacrydium cupressinum in New Zealand. Plant, Cell and Environment, 29, 497-510.
Whitehead, D., Boelman, N.T., Turnbull, M.H., Griffin, K.L., Tissue, D.T., Barbour, M.M., Hunt, J.E., Richardson, S.J. & Peltzer, D.A. (2005) Photosynthesis and leaf reflectance indices for rainforest species in ecosystems undergoing progression and retrogression along a soil fertility chronosequence in New Zealand. Oecologia, 144, 233-244.
+ unpublished Barbour Margaret ",Nothofagus solandri,Angio,Fagales,Fagaceae,Nothofagus,solandri,T,E,61.7,26.5927,4.31,1.2,1.94489465,1369.4,71.5,136.6,0.15128917,0.070253661,78.4083333,8.78,2.7,14.3,90,45,266.1106798,124.7433608,30.41666667,22.75,40.7833333,34.4,47.8,13.4,875.740095,772.8599868,130.5,715,723.7479074,1.915244755,1.892095281,16.45,2.45,0.2,3.855,35.85,0.1,1.21550001,11.31700059,17.65,5.7,19,28.45,1.098,27,20,53,26,41,155,143.91,10
